,Title,Date Published,Peer Review,DOI,Author,Keywords,Methodology,References,Journal,Volume,Issue,Pages
614337057.xml,"Introduction to the special section: Use of bereavement narratives to predict well-being in gay men whose partner died of AIDS—Four theoretical perspectives
",1997-04-01,True,10.1037/0022-3514.72.4.851,"['Folkman, Susan']","['theoretical explanations of mood & well-being in data analysis of bereavement processes, male caregivers whose partner died of AIDS, 12-mo study']","['Empirical Study', 'Longitudinal Study']",29.0,Journal of Personality and Social Psychology,72.0,4.0,851-854
614409568.xml,"The affect system has parallel and integrative processing components: Form follows function
",1999-05-01,True,10.1037/0022-3514.76.5.839,"['Cacioppo, John T.', 'Gardner, Wendi L.', 'Berntson, Gary G.']",['affect system with parallel & integrative processing systems'],[],185.0,Journal of Personality and Social Psychology,76.0,5.0,839-855
614332304.xml,"The impact of accuracy motivation on interpretation, comparison, and correction processes: Accuracy × knowledge accessibility effects
",1998-04-01,True,10.1037/0022-3514.74.4.878,"['Stapel, Diederik A.', 'Koomen, Willem', 'Zeelenberg, Marcel']","['accuracy motivation, assimilative & corrective judgments, college & high school students, Netherlands']",['Empirical Study'],46.0,Journal of Personality and Social Psychology,74.0,4.0,878-893
763255617.xml,"A joke is just a joke (except when it isn't): Cavalier humor beliefs facilitate the expression of group dominance motives
",2010-10-01,True,10.1037/a0019627,"['Hodson, Gordon', 'Rush, Jonathan', 'MacInnis, Cara C.']","['cavalier humor beliefs', 'disparaging humor', 'group status', 'social dominance', 'Cavalier Humor Beliefs scale', 'test validity', 'factor structure']","['Empirical Study', 'Quantitative Study']",75.0,Journal of Personality and Social Psychology,99.0,4.0,660-682
1697758209.xml,"Behavioral processes underlying the decline of narcissists’ popularity over time
",2015-11-01,True,10.1037/pspp0000057,"['Leckelt, Marius', 'Küfner, Albrecht C. P.', 'Nestler, Steffen', 'Back, Mitja D.']","['narcissism', 'popularity', 'behavioral processes', 'relationship development', 'interpersonal perception']","['Empirical Study', 'Longitudinal Study', 'Quantitative Study']",71.0,Journal of Personality and Social Psychology,109.0,5.0,856-871
614386413.xml,"When public and private self-foci clash: Self-consciousness and self-disclosure reciprocity during the acquaintance process
",1989-05-01,True,10.1037/0022-3514.56.5.765,"['Shaffer, David R.', 'Tomarelli, Michele M.']","['public vs private self consciousness, intimate vs nonintimate self disclosure to same sex confederate, college students']",['Empirical Study'],22.0,Journal of Personality and Social Psychology,56.0,5.0,765-776
614543637.xml,"Victim entitlement to behave selfishly
",2010-02-01,True,10.1037/a0017168,"['Zitek, Emily M.', 'Jordan, Alexander H.', 'Monin, Benoît', 'Leach, Frederick R.']","['entitlement', 'morality', 'selfish behavior', 'unfair', 'victim']","['Empirical Study', 'Quantitative Study']",60.0,Journal of Personality and Social Psychology,98.0,2.0,245-255
868623902.xml,"Target adjustment and self-other agreement: Utilizing trait observability to disentangle judgeability and self-knowledge
",2011-07-01,True,10.1037/a0023782,"['Human, Lauren J.', 'Biesanz, Jeremy C.']","['adjustment', 'first impressions', 'judgeability', 'self-knowledge', 'self-other agreement', 'trait observability', 'personality']","['Empirical Study', 'Quantitative Study']",96.0,Journal of Personality and Social Psychology,101.0,1.0,202-216
614342823.xml,"On-line empathic accuracy in marital interaction
",1997-04-01,True,10.1037/0022-3514.72.4.839,"['Thomas, Geoff', 'Fletcher, Garth J. O.', 'Lange, Craig']","['on line empathic accuracy & assumed similarity & shared cognitive focus in marital interaction, married couples, New Zealand']",['Empirical Study'],42.0,Journal of Personality and Social Psychology,72.0,4.0,839-850
2393695250.xml,"Moral cleansing as hypocrisy: When private acts of charity make you feel better than you deserve
",2020-04-23,True,10.1037/pspa0000195,"[""O'Connor, Kieran"", 'Effron, Daniel A.', 'Lucas, Brian J.']","['hypocrisy', 'guilt', 'moral judgment', 'behavioral integrity', 'moral cleansing']","['Empirical Study', 'Quantitative Study']",119.0,Journal of Personality and Social Psychology,,,
614530393.xml,"""Suckers or saviors? Consistent contributors in social dilemmas"": Correction to Weber and Murnighan (2008)
",2009-01-01,True,10.1037/a0014765,"['Weber, Mark J.', 'Murnighan, J. Keith']","['cooperation', 'social dilemma', 'decision making', 'rational choice', 'public good', 'norms', 'consistent contributor']",[],,Journal of Personality and Social Psychology,96.0,1.0,134
614321090.xml,"Dominance, prosocial orientation, and female preferences: Do nice guys really finish last?
",1995-03-01,True,10.1037/0022-3514.68.3.427,"['Jensen-Campbell, Lauri A.', 'Graziano, William G.', 'West, Stephen G.']","[""male's dominance & prosocial orientation, interpersonal attraction, female college students""]",['Empirical Study'],54.0,Journal of Personality and Social Psychology,68.0,3.0,427-440
614400996.xml,"The disparity between the actual and assumed power of self-interest
",1998-01-01,True,10.1037/0022-3514.74.1.53,"['Miller, Dale T.', 'Ratner, Rebecca K.']","['perceived influence of self interest & group membership, peer attitudes & behaviors, male vs female high school & college students']",['Empirical Study'],29.0,Journal of Personality and Social Psychology,74.0,1.0,53-62
614351881.xml,"Substituting the forest for the trees: Social networks and the prediction of romantic relationship state and fate
",2001-12-01,True,10.1037/0022-3514.81.6.1042,"['Agnew, Christopher R.', 'Loving, Timothy J.', 'Drigotas, Stephen M.']","['social networks', 'couple relationships', 'couple friendships', 'relationship views', 'relationship fate', 'relationship prediction']","['Empirical Study', 'Longitudinal Study']",74.0,Journal of Personality and Social Psychology,81.0,6.0,1042-1057
614498422.xml,"Using revealed mate preferences to evaluate market force and differential preference explanations for mate selection
",2009-06-01,True,10.1037/a0015300,"['Wood, Dustin', 'Brumbaugh, Claudia Chloe']","['attraction', 'revealed preferences', 'mate preferences', 'mate selection', 'assortative mating']","['Empirical Study', 'Quantitative Study']",46.0,Journal of Personality and Social Psychology,96.0,6.0,1226-1244
614332879.xml,"Stimulus recognition and the mere exposure effect
",1992-10-01,True,10.1037/0022-3514.63.4.545,"['Bornstein, Robert F.', ""D'Agostino, Paul R.""]","['mere exposure effect in recognition of subliminal vs consciously perceived visual stimuli, college students']",['Empirical Study'],41.0,Journal of Personality and Social Psychology,63.0,4.0,545-552
1552384420.xml,"Too young to correct: A developmental test of the three-stage model of social inference
",2014-12-01,True,10.1037/pspa0000012,"['Hagá, Sara', 'Garcia-Marques, Leonel', 'Olson, Kristina R.']","['development', 'person perception', 'dispositional inference', 'social inference', 'dual-process model']","['Empirical Study', 'Quantitative Study']",52.0,Journal of Personality and Social Psychology,107.0,6.0,994-1012
1017752767.xml,"To have and to hold: Gratitude promotes relationship maintenance in intimate bonds
",2012-08-01,True,10.1037/a0028723,"['Gordon, Amie M.', 'Impett, Emily A.', 'Kogan, Aleksandr', 'Oveis, Christopher', 'Keltner, Dacher']","['appreciation', 'gratitude', 'relationship maintenance', 'risk regulation', 'romantic relationships']","['Empirical Study', 'Quantitative Study']",83.0,Journal of Personality and Social Psychology,103.0,2.0,257-274
614465734.xml,"Daily Depression and Cognitions About Stress: Evidence for a Traitlike Depressogenic Cognitive Style and the Prediction of Depressive Symptoms in a Prospective Daily Diary Study
",2005-04-01,True,10.1037/0022-3514.88.4.673,"['Hankin, Benjamin L.', 'Fraley, R. Chris', 'Abela, John R. Z.']","['negative cognitions', 'cognitive style', 'depressive symptoms', 'daily stressors', 'prediction']","['Empirical Study', 'Quantitative Study']",56.0,Journal of Personality and Social Psychology,88.0,4.0,673-685
614379444.xml,"Facets of Dynamic Positive Affect: Differentiating Joy, Interest, and Activation in the Positive and Negative Affect Schedule (PANAS)
",2003-09-01,True,10.1037/0022-3514.85.3.528,"['Egloff, Boris', 'Schmukle, Stefan C.', 'Burns, Lawrence R.', 'Kohlmann, Carl-Walter', 'Hock, Michael']","['Positive & Negative Affect Schedule', 'joy', 'interest', 'activation', 'PANAS', 'Positive Affect scale']","['Empirical Study', 'Quantitative Study']",51.0,Journal of Personality and Social Psychology,85.0,3.0,528-540
614302032.xml,"The self-reference effect with imagery encoding
",1986-11-01,True,10.1037/0022-3514.51.5.897,"['Brown, Polly', 'Keenan, Janice M.', 'Potts, George R.']","['self reference effect with imagery encoding, college students']",['Empirical Study'],15.0,Journal of Personality and Social Psychology,51.0,5.0,897-906
614437567.xml,"When the face reveals what words do not: Facial expressions of emotion, smiling, and the willingness to disclose childhood sexual abuse
",2002-07-01,True,10.1037/0022-3514.83.1.94,"['Bonanno, George A.', 'Keltner, Dacher', 'Noll, Jennie G.', 'Putnam, Frank W.', 'Trickett, Penelope K.', 'LeJeune, Jenna', 'Anderson, Cameron']","['facial expressions', 'emotion', 'morality', 'smiling', 'willingness to disclose', 'childhood sexual abuse']","['Empirical Study', 'Longitudinal Study']",111.0,Journal of Personality and Social Psychology,83.0,1.0,94-110
614390222.xml,"Intimacy and liking: Mutual influence and the role of unique relationships
",1990-07-01,True,10.1037/0022-3514.59.1.50,"['Miller, Lynn C.']","['mutual influence & unique relationships, self disclosure & liking, female college students']",['Empirical Study'],65.0,Journal of Personality and Social Psychology,59.0,1.0,50-60
614312272.xml,"Dimensionality of observer ratings on the California Adult Q-set
",1994-07-01,True,10.1037/0022-3514.67.1.151,"['Lanning, Kevin']","['factor structure & dimensionality of interrater agreement on California Adult Q-set, assessment of personality factors, adults']",['Empirical Study'],39.0,Journal of Personality and Social Psychology,67.0,1.0,151-160
614509854.xml,"When helping helps: Autonomous motivation for prosocial behavior and its influence on well-being for the helper and recipient
",2010-02-01,True,10.1037/a0016984,"['Weinstein, Netta', 'Ryan, Richard M.']","['autonomy', 'helping', 'motivation', 'prosocial behavior', 'well-being', 'self determination', 'psychological need satisfaction']","['Empirical Study', 'Quantitative Study']",132.0,Journal of Personality and Social Psychology,98.0,2.0,222-244
614450129.xml,"Voluntary settlement and the spirit of independence: Evidence from Japan's ""northern frontier.""
",2006-09-01,True,10.1037/0022-3514.91.3.369,"['Kitayama, Shinobu', 'Ishii, Keiko', 'Imada, Toshie', 'Takemura, Kosuke', 'Ramaswamy, Jenny']","['culture and self', 'attribution', 'subjective well-being', 'dissonance', 'individualism', 'economically motivated voluntary frontier settlement', 'frontier life', 'independence', 'regional variations']","['Empirical Study', 'Quantitative Study']",86.0,Journal of Personality and Social Psychology,91.0,3.0,369-384
614324700.xml,"Hierarchical organization of personality and prediction of behavior
",1998-02-01,True,10.1037/0022-3514.74.2.538,"['Paunonen, Sampo V.']","['hierarchical organization of personality assessed by personality trait measures & NEO Five Factor Inventory, prediction of behavior, college students']",['Empirical Study'],50.0,Journal of Personality and Social Psychology,74.0,2.0,538-556
745195769.xml,"Being present in the face of existential threat: The role of trait mindfulness in reducing defensive responses to mortality salience
",2010-08-01,True,10.1037/a0019388,"['Niemiec, Christopher P.', 'Brown, Kirk Warren', 'Kashdan, Todd B.', 'Cozzolino, Philip J.', 'Breen, William E.', 'Levesque-Bristol, Chantal', 'Ryan, Richard M.']","['mindfulness', 'mortality salience', 'self-determination theory', 'terror management theory', 'defensive responses']","['Empirical Study', 'Quantitative Study']",68.0,Journal of Personality and Social Psychology,99.0,2.0,344-365
614324093.xml,"Majority and minority influence: Source-position imbalance as a determinant of message scrutiny
",1994-07-01,True,10.1037/0022-3514.67.1.5,"['Baker, Sara M.', 'Petty, Richard E.']","['majority vs minority endorsement of & strong vs weak arguments in proattitudinal vs counterattitudinal persuasive message, message scrutiny, college students']",['Empirical Study'],42.0,Journal of Personality and Social Psychology,67.0,1.0,5-19
2108009528.xml,"Naysaying and negativity promote initial power establishment and leadership endorsement
",2018-10-01,True,10.1037/pspi0000135,"['Chou, Eileen Y.']","['hierarchy', 'leadership', 'naysaying', 'negativity', 'power']","['Empirical Study', 'Quantitative Study']",88.0,Journal of Personality and Social Psychology,115.0,4.0,638-656
2198821039.xml,"When mere action versus inaction leads to robust preference change
",2019-10-01,True,10.1037/pspa0000158,"['Chen, Zhang', 'Holland, Rob W.', 'Quandt, Julian', 'Dijksterhuis, Ap', 'Veling, Harm']","['preference', 'food choice', 'go/no-go task', 'stimulus-response association', 'behavioral change']","['Empirical Study', 'Quantitative Study']",69.0,Journal of Personality and Social Psychology,117.0,4.0,721-740
614318828.xml,"Construct validity of interpersonal personality measures: The interpersonal circumplex as a nomological net
",1992-07-01,True,10.1037/0022-3514.63.1.105,"['Gurtman, Michael B.']","['construct validity of dependency & empathy & narcissism measures, college students, application of nomological network of interpersonal circumplex']",['Empirical Study'],73.0,Journal of Personality and Social Psychology,63.0,1.0,105-118
614444858.xml,"Navigating the interdependence dilemma: Attachment goals and the use of communal norms with potential close others
",2006-07-01,True,10.1037/0022-3514.91.1.77,"['Bartz, Jennifer A.', 'Lydon, John E.']","['attachment goals', 'communal norms', 'exchange', 'relationship development', 'interdependence dilemma']","['Empirical Study', 'Quantitative Study']",46.0,Journal of Personality and Social Psychology,91.0,1.0,77-96
